UCS.0002.UA_S1_L001	UCS.0002.UA_S1_L002	UCS.0007.UA_S2_L001	UCS.0007.UA_S2_L002	UCS.0010.UA_S3_L001	UCS.0010.UA_S3_L002	UCS.0016.UA_S4_L001	UCS.0016.UA_S4_L002	UCS.0018.UA_S5_L001	UCS.0018.UA_S5_L002	UCS.0020.BAL_S12_L001	UCS.0020.BAL_S12_L002	UCS.0025.BAL_S8_L001	UCS.0025.BAL_S8_L002	UCS.0040.BKG_S16_L001	UCS.0040.BKG_S16_L002	UCS.0047.BAL_S7_L001	UCS.0047.BAL_S7_L002	UCS.0064.BAL_S6_L001	UCS.0064.BAL_S6_L002	UCS.0069.BKG_S17_L001	UCS.0069.BKG_S17_L002	UCS.0070.BKG_S18_L001	UCS.0070.BKG_S18_L002	UCS.0081.BAL_S9_L001	UCS.0081.BAL_S9_L002	UCS.0085.BKG_S20_L001	UCS.0085.BKG_S20_L002	UCS.0136.BKG_S19_L001	UCS.0136.BKG_S19_L002	UCS.0147.BAL_S11_L001	UCS.0147.BAL_S11_L002	UCS.0163.BAL_S10_L001	UCS.0163.BAL_S10_L002	UCS.0191.BAL_S13_L001	UCS.0191.BAL_S13_L002	UCS.0192.BAL_S14_L001	UCS.0192.BAL_S14_L002	UCS.0194.BAL_S15_L001	UCS.0194.BAL_S15_L002
Acidisphaera sp. G45-3	1.38633828317715e-06	9.59896484763083e-07	8.01798594607423e-07	4.09400406493664e-07	2.45410637029569e-07	2.56499768252459e-07	8.93520166732293e-07	8.98481442820435e-07	0	5.52498397754647e-07	0	0	4.71201129374867e-06	8.81116786155893e-06	1.10921748999826e-05	1.25707772854435e-05	0	0	0	0	3.25723455059649e-05	2.03244918030195e-05	2.39144155056911e-05	2.07436149242667e-05	0	2.23381822080846e-06	8.25204262325639e-06	1.37883269085033e-05	2.28159871622046e-05	1.10099309577239e-05	0	0	0	0	1.09339686698062e-06	1.18349077705637e-06	0	0	0	0
Gluconacetobacter diazotrophicus	1.38633828317715e-06	9.59896484763083e-07	0	2.04700203246832e-07	1.96328509623655e-06	1.2824988412623e-06	6.8979756871733e-06	7.00066790864256e-06	0	5.52498397754647e-07	0	0	2.8272067762492e-06	0	2.96984037644695e-05	2.09512954757392e-05	0	4.20962235477855e-06	5.14498569693976e-06	2.75196283749384e-06	2.25500853502834e-05	2.70993224040261e-05	2.28746583097915e-05	2.10165572259018e-05	0	0	1.01936997110814e-05	2.0682490362755e-05	1.04573274493438e-05	1.00090281433853e-05	0	0	5.27081444624823e-06	0	3.28019060094185e-06	0	0	0	0	1.08167395534634e-06
Kozakia baliensis	9.24225522118103e-07	4.79948242381542e-07	6.01348945955568e-07	4.09400406493664e-07	4.90821274059139e-07	2.56499768252459e-07	2.50185646685042e-06	2.4708239677562e-06	0	1.10499679550929e-06	0	0	1.13088271049968e-05	4.89509325642163e-06	1.03765507128869e-05	2.01894301857123e-05	3.98239780171641e-06	4.20962235477855e-06	0	0	1.6107203821631e-05	2.18300097143543e-05	1.58562972374691e-05	1.44659419866597e-05	0	0	1.06791139830377e-05	7.95480398567499e-06	8.55599518582671e-06	9.0081253290468e-06	0	0	0	0	0	1.18349077705637e-06	0	0	0	0
Commensalibacter sp. AMU001	9.24225522118103e-07	1.91979296952617e-06	1.00224824325928e-06	2.04700203246832e-07	1.47246382217742e-06	1.02599907300984e-06	9.29260973401584e-07	4.86677448194402e-07	1.58290128922034e-06	2.76249198877323e-06	2.18976983329282e-06	1.18600889032264e-06	1.88480451749947e-06	9.79018651284326e-07	1.78906046773912e-06	1.52373058005376e-06	7.96479560343283e-06	0	5.14498569693976e-06	5.50392567498768e-06	2.14762717621746e-06	4.51655373400434e-06	3.11927158769884e-06	1.36471150817544e-06	0	2.23381822080846e-06	1.94165708782503e-06	1.06064053142333e-06	1.90133226351705e-06	1.00090281433853e-06	0	4.33319683763295e-06	5.27081444624823e-06	5.68546851103265e-06	3.28019060094185e-06	4.7339631082255e-06	3.34697784635364e-06	1.42697118231697e-05	9.81290711298385e-07	0
Asaia bogorensis	4.62112761059052e-07	0	4.00899297303712e-07	8.18800812987327e-07	8.34396165900535e-06	4.36049606029181e-06	6.43334520047251e-07	2.99493814273478e-07	1.58290128922034e-06	0	0	0	2.8272067762492e-06	2.93705595385298e-06	6.44061768386085e-06	3.42839380512095e-06	0	0	0	0	6.8008193913553e-06	1.01622459015098e-05	8.57799686617181e-06	4.36707682616141e-06	2.0904189826767e-06	0	3.39789990369381e-06	3.71224185998166e-06	1.90133226351705e-06	8.00722251470827e-06	0	0	0	0	0	0	0	3.56742795579243e-06	0	1.08167395534634e-06
Roseomonas sp. FDAARGOS_362	4.62112761059052e-07	1.43984472714462e-06	6.01348945955568e-07	4.09400406493664e-07	7.36231911088708e-07	7.69499304757378e-07	1.78704033346459e-07	3.74367267841848e-07	5.27633763073446e-07	2.20999359101859e-06	0	0	1.88480451749947e-06	0	7.19202308031128e-05	8.07577207428491e-05	0	0	5.14498569693976e-06	0	5.69121201697628e-05	5.75860601085554e-05	0.000340520481657123	0.000367107395699194	4.1808379653534e-06	2.23381822080846e-06	5.19393270993196e-05	6.73506737453816e-05	6.93986276183722e-05	7.506771107539e-05	0	0	0	0	2.18679373396123e-06	1.18349077705637e-06	3.34697784635364e-06	0	0	0
Azospirillum brasilense	3.23478932741336e-06	1.43984472714462e-06	4.81079156764454e-06	3.47990345519614e-06	3.92657019247311e-06	3.84749652378689e-06	7.64853262722843e-06	7.52478208362114e-06	5.8039713938079e-06	9.39247276182899e-06	7.66419441652488e-06	7.11605334193585e-06	2.07328496924941e-05	1.56642984205492e-05	5.7249934967652e-05	7.08534719724997e-05	2.38943868102985e-05	1.26288670643357e-05	7.71747854540964e-06	1.65117770249631e-05	9.48535336162713e-05	9.82350437145945e-05	7.35628216098977e-05	7.1237940726758e-05	1.25425138960602e-05	1.11690911040423e-05	5.19393270993196e-05	5.78049089625716e-05	7.9855955067716e-05	5.40487519742808e-05	1.41705281355836e-05	6.49979525644942e-06	5.27081444624823e-06	1.13709370220653e-05	6.5603812018837e-06	1.77523616558456e-05	2.00818670781218e-05	2.14045677347546e-05	9.81290711298385e-06	8.65339164277069e-06
Azospirillum sp. TSA2s	1.38633828317715e-06	2.39974121190771e-06	1.00224824325928e-06	6.14100609740495e-07	9.81642548118277e-07	1.2824988412623e-06	4.18167438030713e-06	4.56728066767054e-06	5.27633763073446e-07	1.10499679550929e-06	1.09488491664641e-06	0	1.88480451749947e-06	2.93705595385298e-06	2.28999739870608e-05	2.5141554570887e-05	0	0	1.02899713938795e-05	0	3.32882212313707e-05	2.86048403153608e-05	2.46942334026158e-05	1.93789034160913e-05	2.0904189826767e-06	0	1.11645282549939e-05	1.272768637708e-05	2.09146548986875e-05	1.60144450294165e-05	2.02436116222623e-06	0	0	2.84273425551633e-06	4.37358746792247e-06	1.18349077705637e-06	0	3.56742795579243e-06	0	0
Azospirillum lipoferum	9.24225522118103e-07	9.59896484763083e-07	3.00674472977784e-06	1.84230182922149e-06	2.69951700732526e-06	3.84749652378689e-06	9.97168506073239e-06	9.54636532996712e-06	1.58290128922034e-06	0	1.09488491664641e-06	3.55802667096793e-06	9.42402258749734e-06	4.89509325642163e-06	2.54046586418956e-05	2.70462177959542e-05	0	0	5.14498569693976e-06	0	4.90374871902987e-05	4.36600194287086e-05	3.27523516708378e-05	3.32989607994808e-05	4.1808379653534e-06	2.23381822080846e-06	2.03873994221629e-05	2.3864411957025e-05	2.47173194257216e-05	4.10370153878799e-05	0	2.16659841881647e-06	5.27081444624823e-06	0	1.09339686698062e-06	2.36698155411275e-06	6.69395569270727e-06	3.56742795579243e-06	1.96258142259677e-06	1.08167395534634e-06
Azospirillum thiophilum	9.24225522118103e-07	0	0	4.09400406493664e-07	2.45410637029569e-07	0	5.82575148709455e-06	5.39088865692261e-06	5.27633763073446e-07	1.10499679550929e-06	0	0	0	9.79018651284326e-07	3.72124577289738e-05	2.74271504409676e-05	0	0	0	2.75196283749384e-06	3.22144076432619e-05	3.80143272612032e-05	3.19725337739131e-05	3.02965954814948e-05	0	2.23381822080846e-06	2.08728136941191e-05	1.48489674399266e-05	1.90133226351705e-05	2.40216675441248e-05	0	2.16659841881647e-06	0	2.84273425551633e-06	1.09339686698062e-06	4.7339631082255e-06	0	0	0	0
Azospirillum sp. M2T2B2	9.24225522118103e-07	4.79948242381542e-07	6.01348945955568e-07	2.04700203246832e-07	0	2.56499768252459e-07	5.32538019372447e-06	4.94164793551239e-06	5.27633763073446e-07	1.10499679550929e-06	1.09488491664641e-06	0	9.42402258749734e-07	0	6.44061768386085e-06	7.61865290026879e-06	3.98239780171641e-06	0	2.57249284846988e-06	0	6.08494366594948e-06	9.40948694584238e-06	1.40367221446448e-05	1.39200573833895e-05	4.1808379653534e-06	0	5.8249712634751e-06	6.89416345425166e-06	2.85199839527557e-06	2.20198619154477e-05	2.02436116222623e-06	0	2.63540722312412e-06	0	1.09339686698062e-06	1.18349077705637e-06	6.69395569270727e-06	1.07022838673773e-05	0	0
Azospirillum sp. TSH100	4.62112761059052e-07	4.79948242381542e-07	6.01348945955568e-07	1.43290142272782e-06	1.96328509623655e-06	7.69499304757378e-07	1.32598392743072e-05	1.17176954834498e-05	6.85923891995479e-06	2.20999359101859e-06	0	0	4.71201129374867e-06	0	2.0395289332226e-05	3.35220727611827e-05	3.98239780171641e-06	8.41924470955711e-06	0	2.75196283749384e-06	3.1856469780559e-05	3.53796709163674e-05	2.18349011138919e-05	2.75671724651439e-05	0	0	1.11645282549939e-05	1.85612092999083e-05	1.71119903716534e-05	2.30207647297863e-05	0	0	0	1.13709370220653e-05	3.28019060094185e-06	1.18349077705637e-06	0	3.56742795579243e-06	0	1.08167395534634e-06
Thalassospira marina	4.15901484953146e-06	4.31953418143387e-06	2.00449648651856e-07	1.63760162597465e-06	7.36231911088708e-07	1.02599907300984e-06	1.01146482874096e-05	1.12684547620396e-05	6.33160515688135e-06	3.86748878428253e-06	1.09488491664641e-06	1.18600889032264e-06	8.4816203287476e-06	7.8321492102746e-06	3.57812093547825e-06	5.71398967520159e-06	1.99119890085821e-05	8.41924470955711e-06	0	8.25588851248153e-06	4.29525435243493e-06	7.5275895566739e-06	2.59939298974903e-06	2.45648071471579e-06	6.27125694803009e-06	8.93527288323385e-06	4.36872844760633e-06	2.12128106284666e-06	1.90133226351705e-06	2.00180562867707e-06	8.09744464890492e-06	1.08329920940824e-05	1.31770361156206e-05	5.68546851103265e-06	9.84057180282556e-06	1.18349077705637e-05	2.34288449244754e-05	2.14045677347546e-05	1.96258142259677e-06	5.40836977673168e-06
Magnetospirillum gryphiswaldense	1.84845104423621e-06	1.91979296952617e-06	1.40314754056299e-06	2.04700203246832e-07	7.60772974791665e-06	6.15599443805903e-06	2.43037485351184e-06	2.92006468916641e-06	5.27633763073446e-06	8.2874759663197e-06	1.09488491664641e-06	0	9.42402258749734e-07	9.79018651284326e-07	2.36155981741564e-05	2.01894301857123e-05	1.19471934051492e-05	0	2.57249284846988e-06	0	3.1856469780559e-05	3.50032914385337e-05	1.84556902272181e-05	2.21083264324421e-05	0	4.46763644161693e-06	1.5047842430644e-05	2.59856930198716e-05	1.52106581081364e-05	1.00090281433853e-05	2.02436116222623e-06	2.16659841881647e-06	0	0	1.09339686698062e-06	1.18349077705637e-06	0	3.56742795579243e-06	1.96258142259677e-06	0
Magnetospirillum sp. ME-1	9.24225522118103e-07	4.79948242381542e-07	8.01798594607423e-07	1.02350101623416e-06	4.90821274059139e-07	0	6.00445552044101e-06	7.07554136221093e-06	1.05526752614689e-06	1.10499679550929e-06	0	0	3.76960903499893e-06	1.95803730256865e-06	6.79842977740867e-06	1.37135752204838e-05	0	0	5.14498569693976e-06	2.75196283749384e-06	2.3981836801095e-05	2.93575992710282e-05	1.53364186395193e-05	1.58306534948351e-05	0	4.46763644161693e-06	9.70828543912517e-06	9.54576478280999e-06	5.70399679055114e-06	1.00090281433853e-05	0	0	2.63540722312412e-06	2.84273425551633e-06	0	1.18349077705637e-06	3.34697784635364e-06	0	0	1.08167395534634e-06
Magnetospirillum magneticum	4.62112761059052e-07	0	4.00899297303712e-07	1.02350101623416e-06	0	5.12999536504919e-07	7.04093891385047e-06	7.00066790864256e-06	0	5.52498397754647e-07	0	0	9.42402258749734e-06	4.89509325642163e-06	1.07343628064347e-05	9.90424877034942e-06	0	0	0	0	2.04024581740659e-05	1.99481123251858e-05	1.74159330313185e-05	1.41929996850246e-05	4.1808379653534e-06	0	1.21353567989065e-05	1.00760850485217e-05	1.33093258446193e-05	1.10099309577239e-05	0	0	2.63540722312412e-06	2.84273425551633e-06	1.09339686698062e-06	1.18349077705637e-06	0	0	9.81290711298385e-07	0
Tistrella mobilis	2.31056380529526e-06	9.59896484763083e-07	1.60359718921485e-06	2.25170223571515e-06	3.43574891841397e-06	1.53899860951476e-06	1.42963226677167e-06	7.11297808899511e-07	1.05526752614689e-06	1.10499679550929e-06	1.09488491664641e-06	0	9.42402258749734e-07	2.93705595385298e-06	2.39734102677043e-05	2.62843525059273e-05	3.98239780171641e-06	0	0	2.75196283749384e-06	4.86795493275958e-05	3.98962246503717e-05	3.40520481657123e-05	3.35719031011158e-05	2.0904189826767e-06	0	1.55332567026003e-05	1.69702485027733e-05	2.28159871622046e-05	5.20469463456037e-05	0	4.33319683763295e-06	0	0	1.09339686698062e-06	1.18349077705637e-06	0	7.13485591158487e-06	0	1.08167395534634e-06
Candidatus Endolissoclinum faulkneri	2.31056380529526e-06	2.39974121190771e-06	1.8040468378667e-06	8.18800812987327e-07	0	7.69499304757378e-07	1.39389146010238e-06	1.87183633920924e-06	1.58290128922034e-05	1.16024663528476e-05	2.18976983329282e-06	1.18600889032264e-06	7.53921806999787e-06	2.93705595385298e-06	1.07343628064347e-06	1.14279793504032e-06	3.98239780171641e-06	2.10481117738928e-05	7.71747854540964e-06	1.92637398624569e-05	3.22144076432619e-06	3.01103582266956e-06	4.15902878359845e-06	1.91059611144562e-06	0	1.11690911040423e-05	2.91248563173755e-06	4.24256212569333e-06	4.75333065879262e-06	2.00180562867707e-06	2.02436116222623e-06	1.08329920940824e-05	1.31770361156206e-05	2.27418740441306e-05	3.28019060094185e-06	8.28443543939462e-06	3.34697784635364e-06	3.56742795579243e-06	5.88774426779031e-06	2.16334791069267e-06
Indioceanicola profundi	2.31056380529526e-06	0	2.00449648651856e-07	4.09400406493664e-07	1.47246382217742e-06	1.02599907300984e-06	3.57408066692917e-07	4.49240721410218e-07	0	1.65749519326394e-06	0	0	0	6.85313055899028e-06	1.96796651451304e-05	3.23792748261423e-05	0	0	5.14498569693976e-06	2.75196283749384e-06	1.53913280962252e-05	3.0863117182363e-05	1.79358116292683e-05	1.80141919079158e-05	2.0904189826767e-06	2.23381822080846e-06	1.21353567989065e-05	2.17431308941783e-05	1.90133226351705e-05	2.30207647297863e-05	2.02436116222623e-06	0	2.63540722312412e-06	2.84273425551633e-06	1.09339686698062e-06	0	0	0	9.81290711298385e-07	0
Magnetospira sp. QH-2	9.24225522118103e-07	0	2.00449648651856e-07	8.18800812987327e-07	1.96328509623655e-06	7.69499304757378e-07	1.60833630011813e-06	1.19797525709391e-06	5.27633763073446e-07	0	0	0	9.42402258749734e-07	1.95803730256865e-06	8.94530233869563e-06	4.57119174016127e-06	3.98239780171641e-06	0	0	0	1.1811949469196e-05	6.02207164533912e-06	4.41896808257336e-06	7.09649984251229e-06	2.0904189826767e-06	0	5.33955699151884e-06	8.48512425138665e-06	4.75333065879262e-06	3.0027084430156e-06	0	0	0	2.84273425551633e-06	0	1.18349077705637e-06	0	0	9.81290711298385e-07	0
Rhodospirillum rubrum	4.62112761059052e-07	9.59896484763083e-07	1.60359718921485e-06	1.63760162597465e-06	4.17198082950268e-06	3.59099675553443e-06	3.71704389360634e-06	4.30522358018125e-06	3.16580257844067e-06	5.52498397754647e-07	0	0	1.31936316224963e-05	1.17482238154119e-05	2.50468465483477e-05	2.24750260557929e-05	0	8.41924470955711e-06	0	0	4.29525435243493e-05	3.46269119607e-05	3.32722302687876e-05	2.86589416716843e-05	0	0	2.86394420454192e-05	2.81069740827183e-05	1.80626565034119e-05	2.00180562867707e-05	2.02436116222623e-06	0	7.90622166937235e-06	0	1.09339686698062e-06	0	3.34697784635364e-06	0	0	0
Nitrospirillum amazonense	4.62112761059052e-07	0	1.60359718921485e-06	6.14100609740495e-07	9.81642548118277e-07	5.12999536504919e-07	8.22038553393709e-07	1.08566507674136e-06	8.96977397224857e-06	3.86748878428253e-06	0	2.37201778064528e-06	1.60208383987455e-05	2.54544849333925e-05	3.04140279515651e-05	3.00936789560617e-05	0	0	0	2.75196283749384e-06	3.86572891719143e-05	3.27450145715315e-05	2.49541727015907e-05	2.7840114766779e-05	4.1808379653534e-06	2.23381822080846e-06	2.03873994221629e-05	1.590960797135e-05	3.04213162162727e-05	3.80343069448643e-05	0	4.33319683763295e-06	0	0	1.09339686698062e-06	2.36698155411275e-06	3.34697784635364e-06	3.56742795579243e-06	0	2.16334791069267e-06
Pararhodospirillum photometricum	4.62112761059052e-07	0	2.20494613517041e-06	8.18800812987327e-07	3.1903382813844e-06	3.84749652378689e-06	3.10945018022838e-06	2.88262796238223e-06	3.16580257844067e-06	1.65749519326394e-06	0	0	2.8272067762492e-06	5.87411190770595e-06	6.08280559031303e-06	2.28559587008064e-06	1.19471934051492e-05	0	0	0	1.43175145081164e-05	1.58079380690152e-05	1.32569042477201e-05	1.66494803997404e-05	2.0904189826767e-06	2.23381822080846e-06	1.26207710708627e-05	1.48489674399266e-05	1.52106581081364e-05	1.10099309577239e-05	2.02436116222623e-06	0	0	2.84273425551633e-06	0	1.18349077705637e-06	0	0	9.81290711298385e-07	0
Rhodobacter sphaeroides	3.23478932741336e-06	2.39974121190771e-06	1.8040468378667e-06	2.45640243896198e-06	5.15362337762096e-06	3.07799721902951e-06	2.3767636435079e-05	2.23871626169425e-05	7.91450644610168e-06	3.86748878428253e-06	1.09488491664641e-06	1.18600889032264e-06	2.07328496924941e-05	3.03495781898141e-05	4.9020256816052e-05	5.67589641070025e-05	7.96479560343283e-06	4.20962235477855e-06	2.57249284846988e-06	1.10078513499754e-05	6.58605667373355e-05	9.14602131135879e-05	8.0841121981195e-05	8.3520344300337e-05	4.1808379653534e-06	2.23381822080846e-06	4.17456273882382e-05	4.29559415226449e-05	3.04213162162727e-05	3.80343069448643e-05	4.04872232445246e-06	6.49979525644942e-06	5.27081444624823e-06	8.52820276654898e-06	3.28019060094185e-06	4.7339631082255e-06	3.34697784635364e-06	0	2.94387213389515e-06	4.32669582138534e-06
Rhodobacter capsulatus	1.84845104423621e-06	0	4.00899297303712e-07	1.02350101623416e-06	2.45410637029569e-07	7.69499304757378e-07	5.71852906708667e-06	4.94164793551239e-06	5.27633763073446e-07	2.76249198877323e-06	0	0	1.88480451749947e-06	1.95803730256865e-06	1.39546716483652e-05	1.25707772854435e-05	0	0	2.57249284846988e-06	0	2.21921474875805e-05	2.25827686700217e-05	1.55963579384942e-05	2.07436149242667e-05	2.0904189826767e-06	2.23381822080846e-06	8.25204262325639e-06	1.06064053142333e-05	1.23586597128608e-05	1.60144450294165e-05	2.02436116222623e-06	0	2.63540722312412e-06	0	0	0	0	0	0	0
Rhodobacter blasticus	1.84845104423621e-06	4.79948242381542e-07	2.00449648651856e-07	8.18800812987327e-07	4.90821274059139e-07	2.56499768252459e-07	4.78926809368509e-06	2.43338724097201e-06	5.27633763073446e-07	0	0	1.18600889032264e-06	1.31936316224963e-05	7.8321492102746e-06	1.96796651451304e-05	2.39987566358467e-05	0	0	0	0	3.14985319178561e-05	3.50032914385337e-05	2.07951439179923e-05	2.81130570684141e-05	0	2.23381822080846e-06	1.94165708782503e-05	2.33340916913133e-05	2.94706500845142e-05	3.30297928731716e-05	2.02436116222623e-06	0	0	0	3.28019060094185e-06	1.18349077705637e-06	3.34697784635364e-06	0	9.81290711298385e-07	0
Rhodobacter sp. LPB0142	1.38633828317715e-06	4.79948242381542e-07	8.01798594607423e-07	1.02350101623416e-06	4.90821274059139e-06	4.36049606029181e-06	3.53833986025988e-06	2.09645669991435e-06	5.27633763073446e-07	1.65749519326394e-06	2.18976983329282e-06	0	1.88480451749947e-06	0	1.93218530515825e-05	1.18089119954166e-05	0	4.20962235477855e-06	0	2.75196283749384e-06	3.07826561924503e-05	3.34977735271989e-05	2.80734442892896e-05	2.4837749448793e-05	4.1808379653534e-06	2.23381822080846e-06	1.40770138867315e-05	1.21973661113683e-05	1.42599919763778e-05	1.30117365864009e-05	0	0	5.27081444624823e-06	0	3.28019060094185e-06	2.36698155411275e-06	0	3.56742795579243e-06	9.81290711298385e-07	0
Rhodobacter sp. CZR27	9.24225522118103e-07	1.43984472714462e-06	6.01348945955568e-07	0	0	2.56499768252459e-07	3.0022277602205e-06	2.69544432846131e-06	1.05526752614689e-06	2.20999359101859e-06	0	0	2.8272067762492e-06	9.79018651284326e-07	1.39546716483652e-05	5.71398967520159e-06	0	0	0	2.75196283749384e-06	2.18342096248775e-05	1.39260406798467e-05	2.26147190108166e-05	2.18353841308071e-05	0	0	9.70828543912517e-06	4.77288239140499e-06	5.70399679055114e-06	9.0081253290468e-06	2.02436116222623e-06	0	0	5.68546851103265e-06	1.09339686698062e-06	0	0	0	0	1.08167395534634e-06
Paracoccus denitrificans	2.77267656635431e-06	9.59896484763083e-07	0	6.14100609740495e-07	1.0798068029301e-05	1.23119888761181e-05	3.21667260023625e-06	2.77031778202967e-06	2.11053505229378e-06	5.52498397754647e-06	0	0	0	9.79018651284326e-07	2.43312223612521e-05	1.48563731555241e-05	0	0	0	0	2.61294639773125e-05	2.33355276256891e-05	4.96484061042065e-05	5.02213835008562e-05	0	2.23381822080846e-06	1.65040852465128e-05	2.7046333551295e-05	1.71119903716534e-05	1.5013542215078e-05	0	2.16659841881647e-06	2.10832577849929e-05	0	1.09339686698062e-06	0	0	3.56742795579243e-06	0	0
Paracoccus yeei	1.84845104423621e-06	0	6.01348945955568e-07	6.14100609740495e-07	2.94492764435483e-06	5.12999536504919e-06	7.14816133385834e-07	5.98987628546957e-07	8.44214020917513e-06	8.83997436407434e-06	0	1.18600889032264e-06	2.07328496924941e-05	1.95803730256865e-05	3.11296521386608e-05	4.49500521115858e-05	0	4.20962235477855e-06	0	0	4.76057357394871e-05	4.3283639950875e-05	6.78441570324498e-05	7.724267136273e-05	0	0	3.44644133088943e-05	4.87894644454733e-05	3.70759791385824e-05	4.30388210165569e-05	2.02436116222623e-06	4.33319683763295e-06	0	2.84273425551633e-06	5.46698433490309e-06	2.36698155411275e-06	0	0	0	0
Paracoccus sp. 2251	1.38633828317715e-06	0	6.01348945955568e-07	0	2.45410637029569e-07	5.12999536504919e-07	8.68501602063789e-06	7.33759844970022e-06	2.63816881536723e-06	2.20999359101859e-06	2.18976983329282e-06	2.37201778064528e-06	1.88480451749947e-06	0	2.18265377064173e-05	2.05703628307257e-05	0	8.41924470955711e-06	0	0	7.44510754422054e-05	6.85010649657325e-05	8.0841121981195e-05	6.76896908055019e-05	4.1808379653534e-06	4.46763644161693e-06	1.35915996147752e-05	2.59856930198716e-05	1.80626565034119e-05	1.70153478437551e-05	0	2.16659841881647e-06	0	8.52820276654898e-06	0	1.18349077705637e-06	3.34697784635364e-06	3.56742795579243e-06	0	0
Paracoccus aminovorans	9.24225522118103e-07	0	8.01798594607423e-07	4.09400406493664e-07	1.22705318514785e-06	2.56499768252459e-07	2.78778292020475e-06	2.2087668802669e-06	5.27633763073446e-07	0	0	0	0	3.9160746051373e-06	1.14499869935304e-05	2.20940934107795e-05	3.98239780171641e-06	0	0	0	2.64874018400154e-05	2.89812197931945e-05	4.88685882072818e-05	4.39437105632492e-05	4.1808379653534e-06	0	2.18436422380316e-05	1.80308890341966e-05	2.47173194257216e-05	1.10099309577239e-05	0	0	0	0	1.09339686698062e-06	0	0	0	9.81290711298385e-07	1.08167395534634e-06
